"Serial";"SID";"Time";"Draft";"IP.Address";"UID";"Username";"X1a..Bevara.existerande.större.grönområden";"X1b..Anlägga.parker.i.existerande.stadsdelar";"X1c..Bygga.bostäder.nära.grönområden";"X1d..Rusta.upp.befintliga.parker";"X1e..Skapa.bättre.tillgänglighet.till.större.grönområden";"X2a..Erbjuda.fler.bostadstyper";"X2b..Erbjuda.fler.lägenhetsstorlekar";"X2c..Erbjuda.småskaligt.markägande";"X2d..Bevara.de.idémässiga.grunderna.för.bebyggelsen.från.1970.talet";"X2e..Erbjuda.fler.bostäder.nära.vatten";"X3a..Blanda.trafikslagen";"X3b..Förlägga.parkering.längs.med.gator";"X3c..Vända.entréer.mot.gator";"X3d..Förlägga.publika.lokaler.i.transparenta.bottenvåningar";"X3e..Trygga.parkeringslösningar.under.bostäder";"X4a..Koppla.ihop.nya.gator.med.befintliga.för.att.stärka.kopplingen.till.intilliggande.stadsdelar.och.minska.barriärerna.som.de.stora.vägarna.utgör.";"X4b..Förbättra.kommunikationerna.nattetid.mellan.olika.delar.av.kommunen";"X4c..Förbättra.kommunikationerna.till.och.från.Uppsala";"X4d..Förbättra.de.nord.sydliga.och.öst.västliga.stråken.via.ett.finmaskigare.och.väl.integrerat.stadsnät.";"X4e..Förbättra.kommunikationerna.till.och.från.Stockholms.innerstad";"X5a..Utöka.utbudet.av.kultur..sport..och.fritidsaktiviteter";"X5b..Skapa.bättre.möjligheter.för.festivaler.och.konserter";"X5c..Skapa.fler.förutsättningar.för.utomhussporter";"X5d..Skapa.marknadsplatser.utomhus";"X5e..Erbjuda.kommunala.bidrag.för.kultur..och.fritidsprojekt";"X6a..Rusta.upp.äldre.skolor";"X6b..Bygg.nya.skolor";"X6c..Förbättra.skolgårdarnas.fysiska.miljöer";"X6d..Höj.kvaliteten.i.grundskolan";"X6e..Höj.kvaliteten.på.gymnasieutbildningarna";"X7a..Fler.kultur..och.fritidsaktiviteter.för.äldre";"X7b..Fler.kultur..och.fritidsaktiviteter.för.barn.och.ungdomar";"X7c..Förbättra.äldreomsorgen.i.kommunen";"X7d..Fler.ungdomsgårdar.och.fältassistenter";"X7e..Minska.barngrupperna.i.förskolan";"X8a..Mindre.barngrupper.i.förskolan";"X8b..Höj.kvaliteten.i.undervisningen";"X8c..Mer.kompetensutveckling.för.skolor.och.lärare";"X8d..Mer.modern.informationsteknologi..IT..i.undervisningen";"X8e..Involvera.vårdnadshavare.mer.i.skolan";"X9a..Öka.tryggheten.kring.stationsområdet";"X9b..Fler.poliser.i.centrala.Väsby";"X9c..Förbättra.belysningen.i.centrala.Väsby";"X9d..Begränsa.öppettider.för.alkoholutskänkning.i.centrala.Väsby";"X9e..Förläng.öppettider.för.affärsverksamhet.i.centrala.Väsby";"X10a..Minska.förbrukningen.av.energi";"X10b..Minska.transporter.och.buller";"X10c..Öka.klimatanpassning.och.kretsloppstänkande";"X10d..Prioritera.miljövänliga.transportsätt..gång..cykel..kollektivtrafik.";"X10e..Minska.miljögifter.och.farliga.kemikalier.i.naturen";"X1..Parker.och.grönområden";"X2..Mångfald.i.bostadsutbudet";"X3..Levandegöra.gemensamma.platser";"X4..Kommunikationer";"X5..Kultur.och.fritid";"X6..Utbildning";"X7..Omsorg";"X8..Skolan";"X9..Trygghet";"X10..Ekologisk.hållbarhet";"X12a..Bygga.bostäder.nära.vatten";"X12b..Bevara.natur.och.strandlinjer.intakta";"X13a..Förtäta.centrum.och.öka.servicen";"X13b..Bevara.grönområden.intakta";"X14a..Utveckla.centrala.Upplands.Väsby";"X14b..Satsa.på.mindre.tätorter.i.kommunen";"Var.bor.du.";"Vilken.är.din.högsta.utbildningsnivå.";"Vilken.är.din.huvudsakliga.sysselsättning.";"Hur.länge.har.du.bott.i.Upplands.Väsby.";"Hur.gammal.är.du.";"Vilket.kön.har.du."
777;865;"01/21/2015 - 21:42";0;0;0;NA;12;10;3;8;4;11;11;8;9;3;7;7;7;7;7;12;8;10;12;7;10;10;10;10;10;14;6;13;14;14;8;10;8;10;"10";"14";14;14;"9";9;10;10;"10";14;7;7;7;7;7;7;9;9;6;6;10;14;6;14;11;5;"10";NA;"5";NA;"7";NA;"Grimstaby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Kvinna"
778;866;"01/21/2015 - 21:54";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Norra Bollstanäs";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
779;867;"01/21/2015 - 23:10";0;0;0;NA;9;7;10;7;7;9;9;9;6;11;10;5;8;10;10;9;9;9;9;7;9;9;9;8;7;8;8;8;11;11;8;8;10;11;"10";"8";9;10;"8";8;11;11;"11";11;8;10;8;8;7;7;3;7;7;4;4;12;10;12;12;1;"0";NA;"4";NA;"9";NA;"Eds Glesbygd";"Högskola/universitet";"Egen företagare";"10 år eller mer";"55-64";"Man"
780;868;"01/21/2015 - 23:21";0;0;0;NA;10;10;9;7;7;10;11;7;7;7;5;11;11;12;12;12;11;11;10;10;14;12;11;4;7;12;13;12;12;12;14;11;12;11;"7";"11";10;10;"11";7;9;10;"11";7;7;9;9;11;8;6;9;6;4;9;4;9;4;10;11;3;"6";NA;"6";NA;"6";NA;"Smedby 2";"Högskola/universitet";"Pensionär";"0-4 år";"65+";"Kvinna"
781;869;"01/22/2015 - 07:58";0;0;0;NA;11;8;4;10;7;8;8;8;8;5;8;6;7;7;7;7;7;7;7;7;7;7;7;7;7;9;9;9;9;9;10;10;10;10;"10";"11";11;10;"5";11;11;9;"8";10;10;9;10;11;9;12;9;4;6;6;6;11;11;11;11;11;"10";NA;"10";NA;"5";NA;"Hasselbacken";"Forskarutbildning";"Förvärvsarbetande (anställd)";"5-9 år";"35-44";"Kvinna"
782;870;"01/22/2015 - 08:13";0;0;0;NA;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;"7";"7";7;7;"7";7;7;7;"7";7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;"5";NA;"5";NA;"5";NA;"Fresta glesbygd";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Man"
783;871;"01/22/2015 - 09:06";0;0;0;NA;11;9;4;14;3;11;9;14;13;0;0;14;2;12;13;14;0;13;4;9;14;14;11;4;0;0;14;14;14;14;10;14;12;9;"8";"9";14;11;"13";8;8;14;"9";0;13;9;14;9;13;9;8;10;7;11;6;14;9;13;12;5;"10";NA;"0";NA;"0";NA;"Vilunda/Korpkulla";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"0-4 år";"35-44";"Kvinna"
784;872;"01/22/2015 - 09:29";0;0;0;NA;11;8;6;11;7;12;12;6;4;5;6;9;5;10;10;3;5;4;9;9;11;5;9;5;10;5;10;9;10;10;8;8;11;11;"10";"10";9;9;"10";9;10;9;"8";5;4;8;7;4;8;7;3;4;3;4;3;6;5;7;3;1;"8";NA;"6";NA;"3";NA;"Johannesdal";"Grundskola eller motsvarande obligatorisk skola";"Pensionär";"10 år eller mer";"65+";"Man"
785;873;"01/22/2015 - 09:38";0;0;0;NA;10;9;8;9;8;8;10;8;7;7;9;8;8;8;7;8;10;6;8;10;10;6;10;6;8;11;9;10;11;11;6;8;9;8;"10";"10";11;11;"11";11;10;10;"9";7;7;9;10;10;11;9;5;4;4;9;5;12;11;14;12;11;"7";NA;"8";NA;"4";NA;"Prästgårdsmarken";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Kvinna"
786;874;"01/22/2015 - 09:46";0;0;0;NA;14;8;4;9;7;10;10;0;0;0;0;0;9;9;14;4;12;4;10;14;10;0;14;11;11;14;0;14;14;6;0;8;10;14;"14";"14";14;14;"14";14;14;14;"10";4;4;8;14;9;3;14;9;6;3;13;10;9;11;14;14;2;"9";NA;"10";NA;"5";NA;"Njursta";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Kvinna"
787;875;"01/22/2015 - 09:52";0;0;0;NA;13;13;6;13;12;12;12;7;8;6;7;7;7;7;7;10;11;8;8;7;13;9;13;9;9;14;14;14;14;14;13;13;13;13;"13";"14";14;14;"14";14;14;13;"13";7;10;14;14;14;14;14;12;11;12;14;14;14;14;14;14;11;"9";NA;"8";NA;"5";NA;"Frestaby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
788;876;"01/22/2015 - 10:19";0;0;0;NA;10;2;11;12;7;11;10;3;1;7;1;1;11;13;11;11;5;8;6;12;8;3;9;12;4;10;5;10;12;12;11;10;12;8;"9";"9";12;8;"8";13;13;9;"8";8;3;6;4;5;13;11;9;7;3;10;5;10;12;13;11;6;"10";NA;"2";NA;"4";NA;"Hasselbacken";"Grundskola eller motsvarande obligatorisk skola";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
789;877;"01/22/2015 - 11:33";0;0;0;NA;7;7;7;7;7;9;8;8;7;7;7;7;7;7;7;6;8;8;9;8;9;9;8;9;9;11;6;10;11;11;11;10;11;10;"11";"11";10;10;"10";11;8;11;"11";8;8;9;9;11;11;11;11;8;8;9;9;11;12;12;12;11;"8";NA;"7";NA;"1";NA;"Vilunda/Korpkulla";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
790;878;"01/22/2015 - 12:21";0;0;0;NA;8;11;10;8;8;11;11;7;7;7;7;10;11;9;11;9;12;9;8;9;11;10;6;8;10;9;6;8;12;11;9;11;11;11;"8";"9";12;12;"8";11;10;8;"10";7;7;8;8;8;8;11;4;3;3;4;4;4;4;4;4;4;"3";NA;"1";NA;"4";NA;"Hasselgatan";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
791;879;"01/22/2015 - 13:29";0;0;0;NA;8;8;9;7;7;6;8;8;8;9;7;7;7;7;7;6;8;8;8;9;7;7;7;7;7;8;6;8;9;10;8;9;8;7;"7";"6";8;8;"9";9;8;9;"8";7;6;9;8;6;8;6;2;3;2;4;2;5;3;4;5;0;"7";NA;"3";NA;"4";NA;"Sigma/Apoteksskogen";"Forskarutbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"65+";"Man"
792;880;"01/22/2015 - 13:57";0;0;0;NA;14;0;0;14;7;8;8;8;8;0;7;7;7;7;7;6;10;14;7;7;14;6;6;8;14;14;10;9;14;14;13;11;14;9;"14";"14";10;14;"0";11;14;14;"14";10;4;14;9;12;14;14;13;7;5;13;1;14;14;14;14;14;"10";NA;"10";NA;"0";NA;"Hasselbacken";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Man"
793;881;"01/22/2015 - 14:28";0;0;0;NA;5;5;9;9;5;6;8;9;6;9;11;8;8;11;8;6;8;6;11;8;11;8;8;6;9;9;4;11;11;11;8;11;8;11;"8";"6";11;9;"11";6;11;11;"11";11;9;5;6;8;5;11;1;1;1;2;2;12;1;12;12;1;"0";NA;"0";NA;"0";NA;"Norra Nordanvägen";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
794;882;"01/22/2015 - 15:03";0;0;0;NA;9;8;7;11;10;8;10;11;9;7;7;8;7;7;7;7;7;7;7;13;11;9;12;7;8;9;8;8;14;13;11;11;13;10;"14";"14";13;13;"12";11;9;10;"8";8;9;14;13;12;11;10;1;1;2;2;3;6;7;8;5;5;"6";NA;"6";NA;"4";NA;"Norra Bollstanäs";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Kvinna"
795;883;"01/22/2015 - 15:22";0;0;0;NA;12;7;5;8;10;11;10;5;8;4;8;11;9;8;10;8;9;5;6;11;11;8;6;8;9;9;6;8;11;10;5;10;8;9;"8";"8";10;11;"6";9;11;10;"8";7;5;11;8;9;10;8;6;10;7;9;7;10;9;10;8;9;"9";NA;"6";NA;"4";NA;"Sjukyrkoberget";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"55-64";"Man"
796;884;"01/22/2015 - 15:28";0;0;0;NA;14;14;8;14;6;11;10;4;6;3;8;7;7;7;7;10;8;8;10;12;14;9;9;7;11;14;11;14;14;8;8;8;8;9;"14";"14";8;8;"8";7;9;12;"8";0;7;10;14;9;9;14;10;2;6;8;9;7;12;9;11;5;"10";NA;"7";NA;"5";NA;"Odenslunda";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
797;885;"01/22/2015 - 16:11";0;0;0;NA;13;11;3;9;10;12;9;8;7;7;8;2;7;7;7;12;12;7;7;14;6;14;14;14;0;9;9;8;10;7;14;14;14;14;"14";"10";10;7;"7";7;14;14;"14";7;7;12;10;8;8;11;8;0;5;14;1;8;14;8;14;8;"6";NA;"7";NA;"5";NA;"Odenslunda";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Kvinna"
798;886;"01/22/2015 - 16:56";0;0;0;NA;14;12;7;9;10;14;14;13;3;8;10;0;9;5;8;5;13;8;9;10;9;9;7;11;10;9;6;9;10;11;8;9;10;9;"11";"10";9;8;"6";7;9;7;"8";7;10;10;14;13;12;14;4;8;3;7;6;13;12;13;2;14;"9";NA;"9";NA;"3";NA;"Holmen";"Annan eftergymnasial utbildning";"Arbetssökande eller i arbetsmarknadspolitisk åtgärd";"0-4 år";"35-44";"Man"
799;887;"01/22/2015 - 17:36";0;0;0;NA;10;4;7;7;11;11;10;6;7;7;8;6;5;8;7;5;6;5;8;7;10;8;5;8;10;8;5;8;8;7;11;8;10;8;"10";"9";8;9;"10";8;7;7;"8";6;6;9;9;11;10;10;8;1;1;3;8;6;8;8;3;9;"8";NA;"8";NA;"4";NA;"Stallgatan";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
800;888;"01/22/2015 - 18:07";0;0;0;NA;9;8;6;8;9;10;9;9;5;4;6;6;8;8;7;11;8;7;9;7;7;7;7;7;7;7;7;7;7;7;8;7;7;7;"7";"7";7;7;"8";8;7;7;"7";7;7;9;9;8;10;8;4;7;4;6;2;0;2;0;2;4;"8";NA;"6";NA;"6";NA;"Norra Bollstanäs";"Gymnasium, folkhögskola eller motsvarande";"Student";"10 år eller mer";"15-24";"Man"
801;889;"01/22/2015 - 18:42";0;0;0;NA;14;8;6;8;7;8;8;6;5;5;4;11;9;9;10;4;5;4;6;7;7;7;7;7;7;6;6;6;10;10;10;10;10;10;"10";"8";11;11;"11";8;8;11;"9";7;7;9;9;8;3;8;11;3;3;2;2;11;11;7;12;5;"6";NA;"7";NA;"2";NA;"Frestaby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
802;890;"01/22/2015 - 19:17";0;0;0;NA;11;5;5;13;7;11;13;9;5;8;8;7;12;13;9;12;9;8;9;13;9;8;7;7;7;13;8;11;12;10;7;12;10;13;"8";"9";10;13;"12";11;13;12;"9";8;10;8;6;14;11;12;3;12;10;7;2;13;8;14;9;11;"7";NA;"2";NA;"1";NA;"Runby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Man"
803;891;"01/22/2015 - 19:34";0;0;0;NA;14;10;11;8;9;11;11;11;3;9;4;9;11;10;11;11;10;9;11;11;9;10;10;8;8;11;8;11;11;10;11;10;10;10;"10";"10";10;10;"10";10;10;11;"11";9;8;6;11;10;11;11;12;11;11;10;8;8;10;10;10;8;"6";NA;"6";NA;"5";NA;"Smedby 2";"Gymnasium, folkhögskola eller motsvarande";"Långtidssjukskriven (mer än 3 månader)";"5-9 år";"55-64";"Man"
804;892;"01/22/2015 - 19:44";0;0;0;NA;10;10;3;11;11;11;11;7;7;7;9;0;7;7;7;7;7;7;7;7;14;7;7;7;7;3;10;7;14;7;9;14;8;6;"13";"12";11;14;"11";14;0;7;"7";7;7;7;7;7;7;7;2;10;3;5;14;14;5;5;12;2;"5";NA;"8";NA;"7";NA;"Brunnby-Vik";"Annan eftergymnasial utbildning";"Långtidssjukskriven (mer än 3 månader)";"10 år eller mer";"45-54";"Kvinna"
805;893;"01/22/2015 - 20:46";0;0;0;NA;8;6;10;8;7;12;14;12;10;7;10;10;11;11;11;7;10;11;14;12;7;7;7;7;7;12;12;12;12;12;7;9;9;9;"8";"8";10;10;"9";7;10;10;"7";7;8;7;7;7;7;7;4;9;4;9;4;9;9;9;8;6;"7";NA;"4";NA;"3";NA;"Sjukyrkoberget";"Annan eftergymnasial utbildning";"Pensionär";"10 år eller mer";"65+";"Man"
806;894;"01/22/2015 - 20:47";0;0;0;NA;11;7;7;7;8;9;8;6;8;0;7;7;7;7;7;2;14;13;6;13;14;13;6;8;11;11;1;10;10;10;9;14;12;13;"11";"12";12;10;"4";8;14;10;"12";7;9;8;9;11;12;14;8;7;6;9;10;5;5;5;8;10;"10";NA;"10";NA;"8";NA;"Smedby 2";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"15-24";"Kvinna"
807;895;"01/22/2015 - 20:58";0;0;0;NA;5;10;3;12;7;4;4;6;6;6;1;14;2;11;5;1;3;9;5;14;9;9;6;6;7;14;14;14;14;14;10;14;14;8;"7";"14";14;14;"14";14;12;12;"9";7;7;7;7;7;7;7;2;0;11;0;0;0;0;0;0;0;"5";NA;"5";NA;"10";NA;"Sanda Ängar";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"25-34";"Kvinna"
808;896;"01/22/2015 - 22:53";0;0;0;NA;9;6;8;6;9;8;7;8;5;9;8;6;6;6;8;6;10;8;8;8;8;8;9;8;8;9;8;9;8;8;9;9;9;9;"9";"9";8;9;"8";8;9;9;"8";8;8;8;8;9;8;9;4;5;5;5;5;4;5;6;7;3;"6";NA;"6";NA;"6";NA;"Odenslunda";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Kvinna"
809;897;"01/22/2015 - 22:59";0;0;0;NA;11;7;3;10;11;14;14;7;12;0;1;2;7;9;14;10;14;14;3;7;11;7;12;7;14;10;5;7;14;14;5;9;8;6;"14";"11";11;11;"11";11;13;14;"7";14;7;14;14;14;14;14;8;8;8;8;8;8;8;8;8;8;"9";NA;"8";NA;"8";NA;"Grimstaby";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Kvinna"
810;898;"01/23/2015 - 00:17";0;0;0;NA;8;6;10;10;7;10;9;8;5;12;10;13;8;8;14;9;14;8;11;14;10;10;9;10;7;12;3;10;9;12;8;9;8;11;"9";"10";11;12;"10";8;14;8;"12";3;10;12;8;13;8;14;4;1;2;8;1;14;9;9;14;14;"6";NA;"1";NA;"7";NA;"Ekebo";"Högskola/universitet";"Egen företagare";"10 år eller mer";"45-54";"Kvinna"
811;899;"01/23/2015 - 08:02";0;0;0;NA;13;11;6;11;13;14;13;12;5;11;6;8;9;7;14;12;13;5;11;14;5;6;12;4;6;14;5;13;12;11;6;8;13;9;"14";"14";13;12;"9";8;12;13;"11";6;14;2;9;10;11;11;10;12;2;13;4;5;3;6;14;11;"4";NA;"7";NA;"4";NA;"Carlslund/Brunnby Park";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"25-34";"Man"
812;900;"01/23/2015 - 08:52";0;0;0;NA;6;8;11;9;2;5;8;10;2;13;1;8;6;10;11;7;4;9;12;6;7;7;7;7;7;11;3;6;9;9;7;7;7;7;"7";"7";7;7;"7";7;9;12;"7";8;5;8;10;6;12;7;10;11;4;9;2;5;6;7;8;3;"2";NA;"4";NA;"3";NA;"Frestaby";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"0-4 år";"55-64";"Man"
813;901;"01/23/2015 - 10:49";0;0;0;NA;7;7;7;7;7;-1;NA;NA;-1;NA;NA;NA;-1;NA;NA;NA;-1;NA;NA;-1;-1;NA;NA;-1;NA;NA;NA;-1;NA;NA;NA;-1;NA;NA;"Frestaby";"Annan eftergymnasial utbildning";NA;NA;"Pensionär";NA;NA;NA;"55-64";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;"";NA;"";NA;"";"";"";"";"";""
814;902;"01/23/2015 - 11:28";0;0;0;NA;14;8;5;14;14;9;9;9;7;1;7;8;9;7;14;8;12;14;7;14;7;6;14;4;0;14;6;9;14;14;9;9;14;9;"12";"12";14;13;"7";4;14;14;"14";7;7;8;7;14;7;14;0;0;0;0;0;0;14;6;14;3;"10";NA;"7";NA;"5";NA;"Frestaby";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
815;903;"01/23/2015 - 13:15";0;0;0;NA;11;10;7;11;6;6;6;9;7;9;6;10;9;8;7;9;6;8;6;10;7;7;7;7;7;6;9;9;7;7;6;6;8;5;"9";"9";7;7;"7";7;8;7;"8";7;7;7;7;7;7;7;12;3;12;5;4;9;9;9;7;12;"8";NA;"9";NA;"7";NA;"Carlslund/Brunnby Park";"Högskola/universitet";"Förvärvsarbetande (anställd)";"0-4 år";"25-34";"Kvinna"
816;904;"01/23/2015 - 13:49";0;0;0;NA;6;8;4;9;5;13;9;12;2;7;3;4;8;12;6;14;5;14;14;14;14;14;3;13;8;8;14;9;14;14;0;12;9;11;"8";"10";14;14;"9";12;14;14;"14";1;5;14;14;9;8;14;3;10;2;14;9;12;4;8;11;6;"5";NA;"1";NA;"0";NA;"Runby";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Man"
817;905;"01/23/2015 - 14:00";0;0;0;NA;1;3;13;12;13;13;12;8;8;14;11;8;10;12;7;11;13;8;10;7;11;10;9;7;13;8;10;12;14;14;8;13;13;14;"14";"14";14;14;"13";14;14;14;"14";3;2;14;14;13;14;13;8;7;9;14;11;14;14;14;13;10;"1";NA;"5";NA;"5";NA;"Länk-/Klock-/Kedje-/Bygelvägen";"Annan eftergymnasial utbildning";"Egen företagare";"10 år eller mer";"55-64";"Kvinna"
818;906;"01/23/2015 - 14:15";0;0;0;NA;10;6;9;10;7;14;13;5;7;0;6;10;6;4;12;3;12;14;6;13;8;3;9;10;5;11;2;12;14;9;7;9;11;7;"13";"13";11;12;"6";4;12;8;"5";5;14;14;10;9;12;11;7;4;1;2;2;7;7;7;3;6;"10";NA;"5";NA;"6";NA;"Södra Bollstanäs";"Gymnasium, folkhögskola eller motsvarande";"Student";"10 år eller mer";"15-24";"Kvinna"
819;907;"01/23/2015 - 14:39";0;0;0;NA;13;14;2;12;12;9;6;8;14;12;8;11;1;2;7;12;9;7;7;7;7;7;7;7;7;13;3;11;12;14;14;11;10;13;"8";"13";7;7;"7";7;10;9;"7";7;7;13;10;9;7;7;13;9;14;7;7;6;13;14;14;12;"10";NA;"10";NA;"6";NA;"Prästgårdsmarken";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Kvinna"
820;908;"01/23/2015 - 18:45";0;0;0;NA;14;11;0;12;10;13;12;4;12;4;13;4;5;4;12;14;11;6;11;13;14;5;5;11;13;14;11;8;11;12;2;12;14;13;"12";"13";12;14;"7";7;14;13;"11";10;2;14;10;10;9;12;2;13;4;14;5;14;13;14;14;8;"10";NA;"10";NA;"10";NA;"Carlslund/Brunnby Park";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"65+";"Kvinna"
821;909;"01/23/2015 - 18:51";0;0;0;NA;14;7;7;7;7;13;8;13;8;3;4;7;12;12;12;14;14;7;7;7;4;14;4;4;4;12;12;12;12;12;4;12;8;10;"13";"11";11;8;"7";7;12;9;"12";8;8;10;10;10;9;9;11;13;4;6;12;12;7;7;4;2;"10";NA;"10";NA;"0";NA;"Väsby villastad/Tegelbruket";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
822;910;"01/23/2015 - 18:55";0;0;0;NA;6;8;11;8;9;6;8;9;0;14;8;8;7;8;8;8;7;9;10;13;8;6;8;6;10;8;8;8;8;8;8;10;7;8;"8";"8";11;11;"11";9;8;8;"9";6;7;7;12;8;8;8;7;7;7;12;7;7;7;9;9;7;"1";NA;"5";NA;"5";NA;"Brunnby-Vik";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"10 år eller mer";"45-54";"Kvinna"
823;911;"01/23/2015 - 19:18";0;0;0;NA;12;11;6;11;6;7;12;4;4;2;5;4;4;11;11;11;11;12;11;12;11;10;10;4;4;12;3;12;11;11;14;14;14;14;"8";"7";7;7;"7";7;12;12;"12";12;4;11;14;9;9;13;14;10;14;14;14;0;0;0;0;0;"10";NA;"10";NA;"10";NA;"Holmen";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Kvinna"
824;912;"01/23/2015 - 19:54";0;0;0;NA;0;9;14;1;3;14;7;8;6;14;7;13;8;12;11;3;12;8;6;14;14;12;8;6;7;4;13;8;10;14;13;8;11;12;"9";"9";14;12;"7";4;14;11;"3";7;7;12;8;14;5;9;7;9;6;5;14;8;11;9;6;10;"2";NA;"0";NA;"0";NA;"Brunnby-Vik";"Annan eftergymnasial utbildning";"Förvärvsarbetande (anställd)";"10 år eller mer";"55-64";"Man"
825;913;"01/24/2015 - 03:41";0;0;0;NA;14;11;11;13;13;10;10;12;7;7;9;7;11;11;14;14;11;14;11;14;11;8;11;11;7;14;10;14;14;14;11;11;14;11;"11";"9";14;14;"14";14;14;13;"13";10;11;10;10;10;8;14;9;6;9;6;7;11;11;11;11;6;"4";NA;"6";NA;"7";NA;"Norra Bollstanäs";"Gymnasium, folkhögskola eller motsvarande";"Förvärvsarbetande (anställd)";"5-9 år";"45-54";"Kvinna"
826;914;"01/24/2015 - 07:53";0;0;0;NA;9;3;8;5;11;9;5;9;0;7;6;9;9;8;14;5;6;6;5;14;14;4;12;3;2;14;14;14;14;14;3;13;8;12;"9";"6";14;14;"5";11;13;12;"11";3;9;14;14;14;14;14;1;1;3;5;3;14;1;14;13;13;"9";NA;"9";NA;"8";NA;"Södra Bollstanäs";"Högskola/universitet";"Förvärvsarbetande (anställd)";"10 år eller mer";"35-44";"Man"
827;915;"01/24/2015 - 07:54";0;0;0;NA;11;12;11;14;12;13;12;8;9;1;11;11;5;8;13;9;11;5;11;8;6;5;10;10;6;12;6;11;14;13;9;10;14;11;"6";"6";12;9;"8";10;13;14;"14";14;9;8;9;6;5;10;13;9;8;12;1;5;14;9;14;3;"10";NA;"3";NA;"6";NA;"Skälby";"Gymnasium, folkhögskola eller motsvarande";"Pensionär";"10 år eller mer";"65+";"Man"
828;916;"01/24/2015 - 09:30";0;0;0;NA;11;8;9;8;8;8;8;8;9;9;6;6;6;8;9;6;8;8;9;14;9;9;10;10;10;13;10;10;14;14;11;11;14;11;"11";"12";14;12;"10";10;10;14;"9";6;6;11;8;10;14;10;3;3;1;14;6;14;14;14;13;6;"6";NA;"6";NA;"4";NA;"Skälby";"Högskola/universitet";"Pensionär";"10 år eller mer";"65+";"Man"
